State,Nitrogen,Phosphorous ,Potassium ,Temperature,Humidity,pH,Crop
Madhya Pradesh,22,64,82,19.48974337,17.17260319,6.4740245,Chana
Madhya Pradesh,43,66,79,19.46233971,15.22538951,7.976607593,Chana
Madhya Pradesh,25,78,76,17.48042641,15.7559405,7.228963452,Chana
Madhya Pradesh,34,71,79,17.927806,15.85622899,7.728998197,Chana
Madhya Pradesh,49,55,78,18.65580107,16.17772668,7.863113671,Chana
Madhya Pradesh,41,69,82,20.02381489,16.63294455,6.715587232,Chana
Madhya Pradesh,40,72,77,17.02498456,16.98861173,7.485996067,Chana
Madhya Pradesh,30,70,79,20.26942271,19.96978871,7.313122235,Chana
Madhya Pradesh,57,58,77,18.72649425,17.58406365,7.978996755,Chana
Madhya Pradesh,52,56,85,20.1187446,14.44228303,6.81712422,Chana
Maharashtra,43,79,79,19.40751744,18.98030507,7.806747656,Chana
Maharashtra,54,62,80,17.48911699,16.39055394,7.489545074,Chana
Maharashtra,32,60,83,19.69141713,19.44225438,8.829273328,Chana
Maharashtra,59,69,80,19.07937684,17.86754927,8.165359297,Chana
Maharashtra,59,55,79,20.36720401,16.89574311,8.766128654,Chana
Maharashtra,39,71,84,20.28155898,16.39535215,8.140825437,Chana
Maharashtra,20,60,78,18.17234999,14.70085967,6.358740355,Chana
Maharashtra,59,62,83,18.57665902,19.22008229,8.104396058,Chana
Maharashtra,58,63,81,19.81344531,14.69765308,6.515499549,Chana
Maharashtra,59,60,84,19.03025305,18.66725565,7.690962338,Chana
Maharashtra,53,65,76,20.19137759,16.41998269,8.719960893,Chana
Maharashtra,42,67,77,18.99424448,15.9362937,7.114405288,Chana
Maharashtra,57,56,78,17.34150229,18.75626255,8.861479668,Chana
Maharashtra,36,76,75,18.38120357,16.63805158,8.736337905,Chana
Maharashtra,50,56,76,20.99502153,19.8601304,7.966605025,Chana
Maharashtra,35,63,76,17.81564548,17.60756635,7.714153038,Chana
Maharashtra,46,76,77,18.2356751,19.68538502,6.967843048,Chana
Maharashtra,59,70,84,17.3348681,18.74926979,7.550808267,Chana
Maharashtra,47,80,77,17.18248372,16.42891834,7.561108006,Chana
Maharashtra,58,70,84,20.6543203,16.60820843,6.231049028,Chana
Rajasthan,27,79,82,17.06579293,17.54024066,6.307004923,Chana
Rajasthan,26,80,83,17.08498521,16.14565756,7.528599957,Chana
Rajasthan,31,76,82,20.8248451,17.85057083,7.599279991,Chana
Rajasthan,57,60,84,19.1034283,17.26184541,6.586777189,Chana
Rajasthan,57,57,75,17.09104223,18.25142068,7.785039076,Chana
Rajasthan,49,71,76,19.71098332,17.63879418,6.613072145,Chana
Rajasthan,30,75,81,19.41789736,16.80472243,6.408437886,Chana
Rajasthan,31,79,75,18.8202251,16.1074793,8.204862075,Chana
Rajasthan,23,72,84,19.02061277,17.13159126,6.920251378,Chana
Rajasthan,35,66,81,19.37101121,15.77458129,6.138243973,Chana
Rajasthan,31,78,76,17.57212145,14.99927489,8.519975748,Chana
Rajasthan,27,73,79,19.16288268,15.83500655,7.354973451,Chana
Rajasthan,22,72,85,18.86805647,15.65809214,6.391173589,Chana
Rajasthan,23,62,85,18.97424756,19.5161216,8.490127142,Chana
Rajasthan,45,61,78,19.48649305,16.06240074,6.489389282,Chana
Rajasthan,24,56,85,18.19903647,17.41333199,6.545888558,Chana
Rajasthan,27,76,83,19.12829388,14.92241479,6.289614016,Chana
Rajasthan,29,75,75,19.62416326,18.71483156,7.064790365,Chana
Rajasthan,56,67,78,17.57445618,16.71826572,8.255450758,Chana
Rajasthan,37,78,79,19.95264829,14.82633099,7.786366322,Chana
Uttar Pradesh,36,65,80,18.2872007,16.67921616,6.051091339,Chana
Uttar Pradesh,51,72,75,18.88852533,14.99451145,7.104224797,Chana
Uttar Pradesh,42,79,85,17.22385224,15.82069268,6.129533877,Chana
Uttar Pradesh,27,62,77,18.19737048,14.71070537,6.576415562,Chana
Uttar Pradesh,44,74,85,20.18649426,19.63719995,7.150681303,Chana
Uttar Pradesh,42,62,75,18.17912258,18.90426935,7.010570541,Chana
Uttar Pradesh,37,55,82,19.45591848,18.02235902,8.423873703,Chana
Uttar Pradesh,57,73,85,18.49311205,14.72115044,7.358099622,Chana
Uttar Pradesh,36,56,83,18.89780215,19.76182946,7.4526709,Chana
Uttar Pradesh,60,61,78,20.71219282,19.83643308,6.317153205,Chana
Uttar Pradesh,35,57,83,19.48316794,17.44534641,7.476800943,Chana
Uttar Pradesh,48,65,78,17.43732714,14.33847406,7.861128148,Chana
Uttar Pradesh,40,58,75,18.59190771,14.77959596,7.168096055,Chana
Uttar Pradesh,42,74,83,19.2582557,14.2804191,7.545258424,Chana
Uttar Pradesh,28,58,81,17.47500984,16.54314829,6.18042747,Chana
Uttar Pradesh,52,68,78,17.48504075,16.96070581,6.89655198,Chana
Uttar Pradesh,52,60,79,19.45339934,18.23490739,8.380185271,Chana
Uttar Pradesh,32,73,81,20.45078582,15.40312102,5.988992796,Chana
Uttar Pradesh,30,65,82,20.71424384,15.27824066,7.103798069,Chana
Uttar Pradesh,32,71,85,20.62767492,14.44008871,6.403982316,Chana
Andaman and Nicobar,17,29,26,26.14162144,93.28415295,6.071897347,Coconut
Andaman and Nicobar,29,25,35,28.3575072,91.64509299,5.542873799,Coconut
Andaman and Nicobar,32,11,31,25.06871967,93.31410447,6.205931638,Coconut
Andaman and Nicobar,34,6,27,25.84726298,90.92669463,5.860740481,Coconut
Andaman and Nicobar,31,20,26,25.56567803,97.61361544,6.443168642,Coconut
Andaman and Nicobar,30,30,35,25.00872392,95.59224018,6.001936419,Coconut
Andaman and Nicobar,8,28,30,25.51618488,94.33465411,6.015672239,Coconut
Andaman and Nicobar,24,14,33,29.38072512,93.27565685,6.366219551,Coconut
Andaman and Nicobar,7,11,32,29.25902906,95.11294697,5.542169139,Coconut
Andaman and Nicobar,13,28,33,28.130115,95.64807631,5.686972967,Coconut
Andaman and Nicobar,31,13,33,27.63834933,95.48763389,5.85971872,Coconut
Andaman and Nicobar,16,14,30,29.70931288,96.30484325,6.37466756,Coconut
Andaman and Nicobar,37,10,32,28.96318258,95.16333673,6.165084855,Coconut
Andaman and Nicobar,34,15,34,27.05826457,91.10510371,5.677282678,Coconut
Andaman and Nicobar,31,29,35,27.1872282,92.19906776,6.137102505,Coconut
Andhra Pradesh,17,13,25,27.15116142,91.48889469,6.413184638,Coconut
Andhra Pradesh,26,22,29,27.55821802,99.98187601,5.735364307,Coconut
Andhra Pradesh,10,16,27,29.1797902,90.27214288,6.006784979,Coconut
Andhra Pradesh,18,24,33,28.28905147,97.00396405,5.973853124,Coconut
Andhra Pradesh,0,5,29,28.48444906,97.76865458,5.820978791,Coconut
Andhra Pradesh,33,11,31,29.51611558,92.56492864,6.461225827,Coconut
Goa,28,19,31,25.51791333,94.38420565,6.271952833,Coconut
Goa,19,17,29,29.20394909,95.66997327,5.959493188,Coconut
Goa,8,10,30,29.8690834,91.14723422,6.305740522,Coconut
Goa,14,6,25,25.54963273,96.92786777,6.156259104,Coconut
Goa,22,25,31,26.31270635,98.62048026,5.804965067,Coconut
Goa,16,29,32,28.05912437,98.3670985,5.868255858,Coconut
Goa,0,30,34,28.2974764,95.41122824,6.141502001,Coconut
Karnataka,32,12,30,25.39241091,98.08951196,5.579845008,Coconut
Karnataka,26,9,28,29.01256899,94.01014388,6.282955073,Coconut
Karnataka,14,5,32,26.07010807,96.7036223,5.981169595,Coconut
Karnataka,3,11,29,28.03380598,95.01630593,5.955742971,Coconut
Karnataka,24,13,29,27.31155708,99.96906006,5.832608028,Coconut
Karnataka,27,8,26,27.5136304,94.18955816,5.562911913,Coconut
Karnataka,25,9,35,26.91641934,99.84671638,6.318552973,Coconut
Karnataka,27,8,28,26.87037587,91.72546257,6.100429497,Coconut
Karnataka,24,15,32,25.03512351,95.89739958,6.182232762,Coconut
Kerala,29,29,29,26.50908611,94.48414544,6.143662699,Coconut
Kerala,31,10,33,28.27298134,96.93649473,6.07071786,Coconut
Kerala,19,18,35,27.79797651,99.64573002,6.381975465,Coconut
Kerala,29,30,27,29.03065024,90.79093862,5.894027065,Coconut
Kerala,36,6,35,27.02269204,95.71935435,6.231662767,Coconut
Kerala,3,14,30,26.92449525,91.20106019,5.570745386,Coconut
Kerala,27,21,35,25.76011662,94.65830608,5.764812076,Coconut
Kerala,19,18,30,27.63551259,99.34854917,6.38488418,Coconut
Kerala,37,18,27,27.45907759,92.90736493,5.836075368,Coconut
Kerala,38,27,26,26.58413917,95.78923137,6.25449571,Coconut
Kerala,0,28,32,28.84270971,99.64328526,6.218571874,Coconut
Kerala,37,30,29,26.7627493,92.86056895,6.420018717,Coconut
Kerala,9,30,30,26.00175125,94.79998418,6.331051715,Coconut
Kerala,31,17,32,25.94951662,93.40548703,5.842317989,Coconut
Kerala,1,30,30,29.56549169,91.40896307,5.826381164,Coconut
Kerala,2,15,34,26.29644905,99.65809151,5.685889066,Coconut
Kerala,27,8,30,26.44600063,98.29937782,6.008386283,Coconut
Kerala,25,7,34,26.1055118,91.52421214,5.852038202,Coconut
Kerala,28,26,31,25.0707247,95.02156793,5.547933273,Coconut
Kerala,2,8,33,28.43572863,95.8840407,5.665785202,Coconut
Odisha,20,5,34,25.79490531,93.84150618,5.779032666,Coconut
Odisha,10,13,33,29.69952329,95.21224392,6.342463714,Coconut
Odisha,20,15,33,28.97318719,98.09861043,5.50158009,Coconut
Odisha,31,19,29,27.59376845,92.48519606,6.206077742,Coconut
Odisha,27,6,25,28.69164799,96.65248672,6.081568052,Coconut
Odisha,7,21,26,26.45488737,93.45042636,5.901495544,Coconut
Odisha,39,27,32,28.94099669,93.00109012,5.764615485,Coconut
Odisha,1,24,29,26.61423461,96.97300803,6.142010637,Coconut
Odisha,39,26,26,25.54759871,91.64194826,5.702484758,Coconut
Odisha,10,20,35,26.52166434,98.38227669,5.588655387,Coconut
Odisha,8,9,32,25.9490364,94.73860514,6.470465614,Coconut
Odisha,0,11,32,28.74013335,93.39676499,5.620733794,Coconut
Odisha,40,22,29,28.83214859,92.17170353,6.000248647,Coconut
Odisha,30,30,29,26.58580443,90.98617591,5.558807063,Coconut
Odisha,37,6,30,27.0828252,97.00155491,5.948342571,Coconut
Odisha,40,10,33,27.81132822,97.48410555,6.465906333,Coconut
Odisha,23,8,32,27.00648436,96.46168931,5.627860549,Coconut
Odisha,35,28,26,26.37978453,91.49882979,5.547594847,Coconut
Odisha,11,14,35,27.14865285,96.66355213,6.027707171,Coconut
Odisha,18,23,30,29.70143197,95.65754365,6.078807239,Coconut
Tamil Nadu,22,6,33,29.18032562,92.73041222,6.025789594,Coconut
Tamil Nadu,23,26,29,26.93141945,98.80313612,5.67154928,Coconut
Tamil Nadu,32,5,31,27.10134661,93.69979946,5.551963184,Coconut
Tamil Nadu,21,23,28,25.61294367,94.3138837,5.740054567,Coconut
Tamil Nadu,6,12,26,28.56973521,95.67906668,6.436314406,Coconut
Tamil Nadu,23,6,29,29.28725038,91.95614918,5.868285082,Coconut
Tamil Nadu,26,6,26,29.12859129,91.30924833,5.741367375,Coconut
Tamil Nadu,38,6,32,28.11321494,90.01734526,6.387067562,Coconut
Tamil Nadu,39,21,35,25.02887163,91.53720922,6.293662363,Coconut
Tamil Nadu,22,12,30,27.754298,95.94643831,5.56222383,Coconut
Tamil Nadu,8,29,27,25.09897688,92.36099489,6.047044342,Coconut
Tamil Nadu,40,7,29,27.54273211,94.59086121,6.362544111,Coconut
Tamil Nadu,34,12,35,26.13958446,96.38580769,6.338720873,Coconut
Tamil Nadu,16,24,27,27.57283516,94.90485697,5.708409601,Coconut
Tamil Nadu,15,23,25,26.18552389,96.96637916,5.612122797,Coconut
Tamil Nadu,17,7,35,28.38503882,99.18843684,5.55771171,Coconut
Tamil Nadu,7,18,26,28.43647052,91.81320717,5.568365926,Coconut
Odisha,32,21,35,29.52501367,91.91185319,6.121005506,Coconut
Odisha,1,6,33,28.27804288,93.64761266,6.095261013,Coconut
Odisha,38,30,31,28.98545306,90.73966792,5.718120393,Coconut
Odisha,18,19,33,27.1326009,95.23797989,6.234458417,Coconut
Odisha,27,20,31,25.60033702,99.7240104,5.855457599,Coconut
Odisha,30,27,34,28.87862994,95.11320315,6.203376525,Coconut
Kerala,116,38,34,23.29250318,50.04557009,6.020947179,Coffee
Kerala,100,32,26,25.234661,57.53161469,6.043485685,Coffee
Kerala,118,33,30,24.13179691,67.22512329,6.362607851,Coffee
Kerala,117,32,34,26.2724184,52.12739421,6.758792552,Coffee
Kerala,81,30,31,24.65090184,51.93952357,7.027585559,Coffee
Kerala,113,21,33,26.02241444,55.83288958,7.277422738,Coffee
Kerala,111,32,34,25.46743689,69.35161206,6.392048018,Coffee
Kerala,106,21,35,25.627355,57.04151119,7.428523634,Coffee
Kerala,108,33,31,23.69287069,66.76090123,7.393825704,Coffee
Kerala,120,23,28,25.67324193,51.29043632,6.877799264,Coffee
Kerala,88,35,35,27.55906475,58.45742907,6.784460602,Coffee
Kerala,103,27,31,27.15998538,51.59100753,6.691541233,Coffee
Kerala,97,29,27,27.74576987,54.36976075,7.205078785,Coffee
Kerala,87,38,29,25.20406808,57.88370456,6.652642579,Coffee
Kerala,98,27,27,24.71384065,51.29142534,7.238109556,Coffee
Kerala,80,18,31,24.02952505,58.84880599,7.303033217,Coffee
Kerala,118,31,34,27.54823036,62.88179198,6.123796057,Coffee
Kerala,87,28,35,26.5602777,57.1621814,6.759211911,Coffee
Kerala,107,31,31,23.17124551,52.97841162,6.766184468,Coffee
Kerala,116,28,34,23.44372334,60.39523266,6.42321105,Coffee
Kerala,113,33,34,26.00373964,62.1445102,6.559817161,Coffee
Kerala,100,24,28,25.59535262,57.72920846,7.101661011,Coffee
Kerala,112,39,29,26.12492233,63.37479229,6.726528895,Coffee
Kerala,117,37,32,23.1069385,67.06230539,6.787658922,Coffee
Kerala,87,23,28,26.22367404,62.26594559,6.979590627,Coffee
Kerala,89,28,33,26.44414097,53.83876189,6.993236001,Coffee
Kerala,109,31,27,23.05951896,50.40609436,6.973839707,Coffee
Kerala,120,20,34,23.56960509,50.56339727,6.906124587,Coffee
Kerala,98,29,30,25.64004392,61.03273481,6.217974349,Coffee
Kerala,104,20,26,27.22783677,52.95261751,7.493191968,Coffee
Kerala,87,28,30,25.60153969,68.66257977,6.536676653,Coffee
Kerala,84,27,29,23.32293161,53.00366334,7.167092586,Coffee
Kerala,82,24,33,26.53543168,67.09608099,6.809593554,Coffee
Kerala,115,31,30,24.22984659,67.37768353,6.840927967,Coffee
Kerala,97,22,26,23.60567546,59.68849145,6.074190142,Coffee
Kerala,86,31,35,27.01207284,60.76645256,6.485761419,Coffee
Kerala,114,27,28,24.99451759,57.93250202,7.162802357,Coffee
Kerala,93,26,27,24.59245684,56.46829641,7.288211994,Coffee
Kerala,97,35,26,24.91461008,53.74144743,6.334610249,Coffee
Kerala,107,21,26,26.45288458,55.32222678,7.235070264,Coffee
Kerala,95,39,29,27.35152643,55.99375012,7.13411409,Coffee
Kerala,101,31,26,26.70897548,69.71184111,6.861235184,Coffee
Kerala,117,26,30,27.92374437,67.96910852,7.079850922,Coffee
Kerala,114,20,26,25.55656667,62.67087838,7.27905689,Coffee
Kerala,88,21,27,24.43011925,66.02411187,7.231166546,Coffee
Kerala,106,40,30,23.42611644,64.10651528,6.779984384,Coffee
Kerala,103,33,33,26.71717393,50.50148528,7.131435858,Coffee
Kerala,104,26,30,24.40726724,62.65692638,6.410992833,Coffee
Kerala,118,40,35,26.35034208,58.50650238,7.460174812,Coffee
Kerala,82,24,26,24.31274458,53.57285558,6.089443603,Coffee
Kerala,101,33,33,26.97251562,62.0183627,6.908671379,Coffee
Kerala,108,35,25,23.98143338,61.10935084,6.971963169,Coffee
Kerala,86,40,33,26.1387869,52.26311691,7.432322234,Coffee
Kerala,83,38,35,25.70822684,52.88667115,7.18915558,Coffee
Kerala,108,24,31,24.12832546,56.18107663,6.431899748,Coffee
Kerala,94,26,27,26.36629861,52.25738495,7.456460375,Coffee
Kerala,81,34,30,25.17787724,62.26244581,6.647765997,Coffee
Kerala,84,39,35,23.17714381,52.13864034,6.959404135,Coffee
Kerala,116,36,25,27.57847581,58.52534263,6.172090205,Coffee
Tamil Nadu,99,15,27,27.41711238,56.63636248,6.086922359,Coffee
Tamil Nadu,86,26,27,27.13140403,52.89368299,6.081172981,Coffee
Tamil Nadu,117,34,25,24.83846178,56.7685316,7.21270048,Coffee
Tamil Nadu,80,30,25,26.24092174,65.64381357,7.487266991,Coffee
Tamil Nadu,103,40,30,27.30901814,55.196224,6.348316257,Coffee
Tamil Nadu,119,30,28,26.35770906,64.57578034,6.505203696,Coffee
Tamil Nadu,98,18,27,27.56088634,68.49299897,6.516312148,Coffee
Tamil Nadu,116,23,25,23.4123707,52.26994674,6.869720196,Coffee
Tamil Nadu,99,15,27,27.0424167,57.27927475,6.501157208,Coffee
Tamil Nadu,83,21,28,25.5674832,60.49244602,7.466900683,Coffee
Tamil Nadu,109,29,28,23.26316991,60.5160021,6.724688503,Coffee
Tamil Nadu,92,40,30,23.35723208,55.18792166,6.026287448,Coffee
Tamil Nadu,109,23,25,25.11711046,68.48030408,7.00733163,Coffee
Tamil Nadu,99,40,32,24.18471151,69.94807345,7.045543056,Coffee
Tamil Nadu,89,25,34,23.07895447,63.65861483,7.184801627,Coffee
Tamil Nadu,120,40,33,24.23850608,54.30329632,6.73410539,Coffee
Tamil Nadu,118,18,32,27.6496114,51.11044023,6.351823783,Coffee
Tamil Nadu,84,36,28,26.7350622,55.55164819,6.119892347,Coffee
Tamil Nadu,80,15,28,23.11438731,68.00096043,6.703270635,Coffee
Tamil Nadu,100,40,35,27.56441788,54.41094079,6.955787351,Coffee
Tamil Nadu,85,35,32,26.24928198,54.28617819,6.854011265,Coffee
Tamil Nadu,107,38,29,26.65069302,57.56695719,6.35118177,Coffee
Tamil Nadu,91,21,26,26.33377983,57.36469955,7.261313694,Coffee
Tamil Nadu,104,18,30,23.60301571,60.39647474,6.779832611,Coffee
Tamil Nadu,118,21,34,24.38534644,64.72543073,7.234258375,Coffee
Tamil Nadu,82,29,35,26.67377159,52.24226285,6.246872394,Coffee
Tamil Nadu,99,19,33,27.5364547,55.51673151,6.273741983,Coffee
Tamil Nadu,113,15,29,27.09617155,63.55324262,6.779230041,Coffee
Tamil Nadu,104,35,28,27.51006055,50.66687215,6.983732393,Coffee
Tamil Nadu,107,34,32,26.77463708,66.4132686,6.78006386,Coffee
Tamil Nadu,111,28,26,27.77363343,64.47858698,6.937352845,Coffee
Tamil Nadu,95,37,35,27.31317116,68.4233391,6.348337519,Coffee
Tamil Nadu,105,18,35,23.52648086,68.44030686,6.743417121,Coffee
Tamil Nadu,111,27,31,23.59302313,55.27564977,6.043330951,Coffee
Tamil Nadu,99,16,30,23.52652084,65.44340921,6.392791654,Coffee
Tamil Nadu,91,25,26,24.53460016,66.99765375,7.482414225,Coffee
Tamil Nadu,85,33,25,26.20811417,52.50987966,6.910823945,Coffee
Tamil Nadu,103,33,25,27.10210397,55.7497332,6.911066044,Coffee
Tamil Nadu,112,17,28,27.62975458,61.26002598,6.777417989,Coffee
Tamil Nadu,116,40,33,24.91370487,54.15319242,7.042089492,Coffee
Tamil Nadu,111,29,31,26.05968403,52.31098539,6.136286518,Coffee
Andhra Pradesh,140,38,15,24.1472953,75.88298598,6.021439523,Cotton
Andhra Pradesh,129,60,22,24.58453146,79.12404171,5.947448589,Cotton
Andhra Pradesh,111,41,18,23.64328417,78.1258666,6.10539819,Cotton
Andhra Pradesh,136,36,20,23.09595631,84.86275707,6.925412377,Cotton
Andhra Pradesh,118,44,23,22.08458267,82.82904143,6.691690476,Cotton
Andhra Pradesh,110,39,18,24.54795322,75.39752705,7.766259769,Cotton
Andhra Pradesh,132,52,19,24.16402322,76.7433897,6.436691764,Cotton
Andhra Pradesh,101,37,18,22.92360984,82.68738535,7.63737841,Cotton
Andhra Pradesh,131,35,18,24.49112609,82.24415809,7.057693366,Cotton
Andhra Pradesh,111,50,15,25.16820129,80.30351815,7.884550475,Cotton
Gujarat,140,40,17,22.72767171,77.07598065,6.006085786,Cotton
Gujarat,114,40,23,25.53676123,81.13668716,6.753978061,Cotton
Gujarat,123,44,21,25.78544484,75.00539324,7.641116569,Cotton
Gujarat,130,59,19,25.07278712,82.50257909,6.520403794,Cotton
Gujarat,126,38,23,25.36243778,83.63276077,6.176716425,Cotton
Gujarat,107,51,22,24.86560781,78.22080815,5.983075895,Cotton
Gujarat,131,52,16,23.65724079,84.47601498,6.486068274,Cotton
Gujarat,121,53,19,23.51308653,76.72621429,7.976889498,Cotton
Gujarat,102,49,21,24.69315538,84.84422454,6.253343655,Cotton
Gujarat,100,41,22,22.4204752,84.55794703,7.318802162,Cotton
Gujarat,108,60,17,22.75805656,76.75768356,6.558902588,Cotton
Gujarat,113,38,20,22.10718988,78.58320116,6.364729934,Cotton
Gujarat,113,37,20,25.03300222,79.04368718,7.393441155,Cotton
Gujarat,103,42,17,24.29470232,84.61527627,6.527541661,Cotton
Gujarat,115,48,16,25.54359718,84.09229796,7.175934962,Cotton
Gujarat,127,53,24,22.21506982,76.17851932,6.127939628,Cotton
Gujarat,112,49,25,25.68959532,77.90621048,6.470135478,Cotton
Haryana,117,51,15,22.9535715,78.71555832,6.044556594,Cotton
Haryana,105,60,23,23.53371386,77.21705554,6.207652157,Cotton
Haryana,107,45,25,23.0865933,83.55546146,7.227745516,Cotton
Haryana,114,40,17,24.32630461,80.13456404,6.363406102,Cotton
Haryana,122,48,16,24.65425757,75.6350708,6.307585854,Cotton
Haryana,119,44,15,22.14593688,82.8597549,7.091992365,Cotton
Haryana,136,36,24,22.74446976,80.41198458,7.59781958,Cotton
Haryana,122,59,18,23.5000992,83.63488952,6.219469084,Cotton
Haryana,106,49,24,23.03887865,76.47039772,6.983395573,Cotton
Haryana,126,37,21,25.84997269,84.16855231,6.61448588,Cotton
Haryana,102,37,25,25.31468463,77.91757121,5.907930899,Cotton
Haryana,140,45,15,25.5308271,80.04662756,5.801047545,Cotton
Haryana,111,40,25,24.484692,84.44932014,6.187455799,Cotton
Karnataka,131,49,22,25.49848236,79.9751579,7.306918817,Cotton
Karnataka,117,56,15,25.99237426,77.0543546,7.368258226,Cotton
Karnataka,100,40,20,22.45145981,76.25674874,7.432043735,Cotton
Karnataka,131,56,20,22.00817088,81.83896111,7.762647875,Cotton
Karnataka,133,57,19,23.54234715,75.98203329,7.947011366,Cotton
Karnataka,107,36,21,25.29250148,75.66653335,6.205263534,Cotton
Karnataka,104,47,18,23.9656349,76.97696717,7.633437412,Cotton
Karnataka,113,38,25,22.00085141,79.47270984,7.388265888,Cotton
Karnataka,102,46,19,22.77076388,82.5993307,6.631005298,Cotton
Karnataka,121,47,16,23.60564038,79.29573149,7.723240151,Cotton
Madhya Pradesh,100,46,18,24.18586246,76.04203958,6.431689506,Cotton
Madhya Pradesh,105,56,15,25.96779712,81.97904282,7.272316209,Cotton
Madhya Pradesh,121,36,24,23.66457347,81.69105088,7.352401887,Cotton
Madhya Pradesh,100,52,19,23.45969093,82.44777468,7.903528673,Cotton
Madhya Pradesh,122,40,17,24.96440768,81.31677618,6.854558957,Cotton
Madhya Pradesh,131,38,19,23.86814008,75.68339729,6.814341946,Cotton
Madhya Pradesh,126,50,19,24.69457084,81.7358876,6.628722836,Cotton
Madhya Pradesh,108,46,17,24.3017998,84.87668973,6.93221485,Cotton
Madhya Pradesh,135,43,16,23.47986888,81.73049149,6.720449769,Cotton
Madhya Pradesh,111,53,19,23.96436009,78.02763149,6.419536555,Cotton
Maharashtra,111,39,22,22.60361557,80.3509046,6.135025006,Cotton
Maharashtra,107,43,18,22.426733,81.53480799,6.745104394,Cotton
Maharashtra,102,45,16,23.65629976,77.52425987,7.2942193,Cotton
Maharashtra,108,36,19,22.78249615,77.51235009,7.238566893,Cotton
Maharashtra,123,50,16,23.04920461,75.53835214,6.498052108,Cotton
Maharashtra,126,46,25,24.43847399,81.69801729,6.757457943,Cotton
Maharashtra,110,39,25,22.60612115,77.34264002,7.208795456,Cotton
Maharashtra,120,60,15,22.31871914,83.86129998,7.288377241,Cotton
Maharashtra,131,60,17,25.32023717,81.79475917,7.425041316,Cotton
Maharashtra,134,52,18,23.9643129,76.59175937,7.994679507,Cotton
Punjab,112,54,15,25.46228792,81.56641891,6.175492306,Cotton
Punjab,118,50,19,22.95604064,82.33733678,6.360812227,Cotton
Punjab,123,39,24,25.00755095,78.17952126,7.453106264,Cotton
Punjab,107,42,24,22.04612876,84.62978302,6.144631795,Cotton
Punjab,103,51,20,22.80213132,84.14668447,7.046607434,Cotton
Punjab,116,52,19,22.94276687,75.37170612,6.114525877,Cotton
Punjab,125,60,17,24.14386157,84.51591287,6.785723961,Cotton
Punjab,129,43,16,25.5503704,77.85055621,6.73210948,Cotton
Punjab,100,48,17,23.7805123,83.03878838,7.827877818,Cotton
Punjab,133,50,25,25.72180042,81.19666206,7.569454601,Cotton
Rajasthan,113,41,20,25.0017188,80.53965818,7.256877571,Cotton
Rajasthan,102,53,21,23.03814028,76.11021529,6.913678684,Cotton
Rajasthan,139,35,15,25.248679,83.4630147,5.898293044,Cotton
Rajasthan,117,43,25,24.68854799,78.51206972,7.839849298,Cotton
Rajasthan,109,36,18,25.40059227,76.53237965,7.524707577,Cotton
Rajasthan,125,39,21,25.03149561,82.21276599,7.954629324,Cotton
Rajasthan,120,48,16,22.46054478,75.40989245,7.456971816,Cotton
Rajasthan,121,45,22,22.45942937,81.30681027,6.443785385,Cotton
Rajasthan,129,47,20,24.41212325,80.80343786,6.281913858,Cotton
Rajasthan,106,46,20,23.43821725,78.63388824,6.200671976,Cotton
Uttar Pradesh,134,56,18,23.80834611,83.91902605,6.691268104,Cotton
Uttar Pradesh,132,41,22,24.29144926,81.02453404,7.810865753,Cotton
Uttar Pradesh,108,38,24,23.41022496,76.43836957,7.442217061,Cotton
Uttar Pradesh,118,45,23,23.37044424,77.43198948,7.977651226,Cotton
Uttar Pradesh,133,47,24,24.40228894,79.19732001,7.231324765,Cotton
Uttar Pradesh,116,56,17,24.71252544,77.7293114,7.979090365,Cotton
Uttar Pradesh,127,37,18,24.87663664,76.30050373,7.041065585,Cotton
Uttar Pradesh,133,47,23,24.88738107,75.62137159,6.827354668,Cotton
Uttar Pradesh,101,58,18,25.66891439,81.38103349,6.652143699,Cotton
Uttar Pradesh,107,58,15,23.73868041,75.77503808,7.55606399,Cotton
Telangana,24,130,195,29.99677232,81.54156612,6.112305667,Grapes
Telangana,39,145,201,36.73126647,80.58931938,5.775600435,Grapes
Telangana,12,142,203,31.3115978,82.56407013,5.972850838,Grapes
Telangana,34,133,202,15.31413469,80.09711412,5.804799142,Grapes
Telangana,19,123,200,34.76086052,81.03544763,6.167013532,Grapes
Telangana,19,120,195,18.73932187,81.12109244,5.931538447,Grapes
Telangana,36,128,204,25.23542319,80.68700527,5.695792761,Grapes
Telangana,27,145,205,9.467960445,82.29335466,5.800242694,Grapes
Telangana,32,129,201,16.36251869,83.00471609,6.48754639,Grapes
Telangana,8,136,201,41.65602996,82.22118237,5.609255992,Grapes
Telangana,29,142,203,29.67229086,83.71498986,5.891195653,Grapes
Telangana,40,143,201,24.97256132,82.72828653,6.476757723,Grapes
Telangana,7,126,203,16.76201707,82.00335557,5.662140095,Grapes
Telangana,9,141,202,21.01245395,81.17931863,6.119495295,Grapes
Telangana,13,132,203,23.60115364,82.48336987,6.423216506,Grapes
Karnataka,39,129,203,34.38922481,83.18392806,5.863996687,Grapes
Karnataka,35,125,204,19.6491772,80.15215777,6.107741788,Grapes
Karnataka,3,136,205,17.5862944,80.84806564,6.334771461,Grapes
Karnataka,17,134,204,39.04071989,80.18393287,6.499604931,Grapes
